,2020-01-01,temp_max,temp_min,precipitation,visibility,max_wind_speed
626,2014-10-31,55,45,0.00,10,24
627,2014-11-01,48,43,0.05,10,24
628,2014-11-02,48,42,0.17,10,33
629,2014-11-03,62,41,0.00,10,20
630,2014-11-04,68,56,0.00,10,15
631,2014-11-05,64,57,0.00,10,17
632,2014-11-06,57,48,0.13,10,12
633,2014-11-07,52,41,0.21,10,28
634,2014-11-08,47,38,0.00,10,18
635,2014-11-09,57,47,0.00,10,10
636,2014-11-10,60,43,0.00,10,12
637,2014-11-11,63,48,0.00,10,13
638,2014-11-12,65,46,0.00,10,17
639,2014-11-13,48,37,0.00,10,13
640,2014-11-14,42,37,0.20,10,22
641,2014-11-15,42,34,0.00,10,15
642,2014-11-16,44,36,0.00,10,12
643,2014-11-17,52,39,0.51,10,24
644,2014-11-18,45,24,1.00,10,26
645,2014-11-19,35,22,0.00,10,21
646,2014-11-21,36,28,0.00,10,25
647,2014-11-22,44,29,0.00,10,18
648,2014-11-23,55,44,0.00,10,12
649,2014-11-24,66,48,0.61,10,31
650,2014-11-25,67,51,0.00,10,15
651,2014-11-26,51,34,0.00,10,24
652,2014-11-27,38,35,1.07,10,20
653,2014-11-28,37,29,0.01,10,22
654,2014-11-29,44,29,0.00,10,13
655,2014-11-30,54,44,0.00,10,14
656,2014-12-01,63,41,0.00,10,20
657,2014-12-02,43,35,0.05,10,20
658,2014-12-03,47,41,0.12,10,21
659,2014-12-05,47,34,0.00,10,17
660,2014-12-06,49,40,0.70,10,20
661,2014-12-07,41,30,1.14,10,24
662,2014-12-08,36,25,0.00,10,22
663,2014-12-09,45,36,0.45,10,30
664,2014-12-10,40,33,2.26,10,22
665,2014-12-12,37,32,0.00,10,21
666,2014-12-13,43,35,0.00,10,22
667,2014-12-14,45,38,0.00,10,16
668,2014-12-15,47,37,0.00,10,8
669,2014-12-16,49,36,0.00,10,13
670,2014-12-17,52,42,0.19,10,18
671,2014-12-18,42,38,0.00,10,23
672,2014-12-19,38,32,0.00,10,22
673,2014-12-20,33,30,0.00,10,14
674,2014-12-21,36,32,0.00,10,10
675,2014-12-22,45,35,0.00,10,17
676,2014-12-23,46,43,0.17,10,17
677,2014-12-24,55,43,0.08,3,18
678,2014-12-25,61,45,0.71,10,24
679,2014-12-26,49,41,0.00,10,14
680,2014-12-27,55,43,0.00,10,10
681,2014-12-28,52,42,0.00,10,15
682,2014-12-29,43,35,0.10,10,17
683,2014-12-30,34,28,0.00,10,16
684,2014-12-31,31,27,0.00,10,17
685,2015-01-01,38,28,0.00,10,18
686,2015-01-02,42,35,0.00,10,20
687,2015-01-03,41,32,0.00,10,14
688,2015-01-04,56,41,0.85,10,24
689,2015-01-05,49,22,0.13,10,28
690,2015-01-06,22,18,0.00,10,15
691,2015-01-07,25,10,0.05,10,30
692,2015-01-08,20,8,0.00,10,22
693,2015-01-09,32,20,0.00,10,22
694,2015-01-10,23,17,0.06,10,21
695,2015-01-12,39,34,0.00,10,13
696,2015-01-13,36,17,0.39,10,22
697,2015-01-14,31,17,0.00,10,16
698,2015-01-15,34,26,0.00,10,16
699,2015-01-16,42,20,0.00,10,32
700,2015-01-17,30,17,0.00,10,18
701,2015-01-18,42,30,0.00,10,16
702,2015-01-19,41,37,1.98,10,24
703,2015-01-20,39,32,0.00,10,16
704,2015-01-21,34,25,0.00,10,10
705,2015-01-22,39,30,0.00,10,20
706,2015-01-23,38,28,0.00,10,21
707,2015-01-24,39,32,0.66,10,22
708,2015-01-25,41,30,0.07,10,18
709,2015-01-26,28,21,0.00,10,29
710,2015-01-27,27,19,0.45,10,25
711,2015-01-28,33,18,0.01,10,18
712,2015-01-29,35,21,0.00,10,12
713,2015-01-30,37,20,0.07,10,32
714,2015-01-31,26,14,0.01,10,33
715,2015-02-01,35,21,0.00,10,12
716,2015-02-02,34,16,0.84,10,29
717,2015-02-03,28,15,0.26,10,23
718,2015-02-04,41,24,0.00,10,13
719,2015-02-05,39,14,0.00,10,28
720,2015-02-06,27,13,0.00,10,21
721,2015-02-07,36,26,0.00,10,15
722,2015-02-08,36,31,0.01,10,21
723,2015-02-09,31,26,0.03,10,22
724,2015-02-10,38,26,0.04,10,17
725,2015-02-11,33,22,0.00,10,17
726,2015-02-12,39,17,0.00,10,30
727,2015-02-13,21,9,0.00,10,29
728,2015-02-14,32,17,0.00,10,15
729,2015-02-15,25,5,0.01,10,33
730,2015-02-16,21,4,0.00,10,23
731,2015-02-17,28,14,0.11,10,15
732,2015-02-18,30,19,0.02,10,14
733,2015-02-19,25,10,0.00,10,29
734,2015-02-21,32,15,0.01,10,16
735,2015-02-22,41,32,0.71,10,15
736,2015-02-23,38,9,0.00,10,25
737,2015-02-24,24,6,0.00,10,17
738,2015-02-25,37,21,0.00,10,17
739,2015-02-26,29,22,0.00,10,16
740,2015-02-27,30,19,0.00,10,16
741,2015-02-28,29,15,0.00,10,18
742,2015-03-01,30,24,0.00,10,15
743,2015-03-02,38,28,0.48,10,25
744,2015-03-03,36,24,0.00,10,17
745,2015-03-04,47,36,0.73,10,12
746,2015-03-05,40,21,0.46,10,24
747,2015-03-06,27,15,0.38,10,16
748,2015-03-07,38,21,0.00,10,15
749,2015-03-08,48,35,0.00,10,21
750,2015-03-09,53,37,0.02,10,15
751,2015-03-11,58,37,0.44,10,18
752,2015-03-12,47,38,0.00,10,25
753,2015-03-13,43,31,0.00,10,15
754,2015-03-14,52,38,0.21,10,14
755,2015-03-15,47,37,0.81,10,30
756,2015-03-16,51,36,0.00,10,17
757,2015-03-17,54,35,0.00,10,33
758,2015-03-18,37,29,0.01,10,30
759,2015-03-19,42,29,0.00,10,17
760,2015-03-20,37,30,0.00,10,18
761,2015-03-21,48,29,0.29,10,18
762,2015-03-22,44,29,0.00,10,24
763,2015-03-23,37,24,0.00,10,22
764,2015-03-24,44,26,0.00,10,12
765,2015-03-26,57,37,0.05,10,15
766,2015-03-27,46,39,0.52,10,20
767,2015-03-28,41,29,0.00,10,20
768,2015-03-29,46,27,0.00,10,17
769,2015-03-30,53,34,0.00,10,22
770,2015-03-31,46,36,0.00,10,16
771,2015-04-01,51,34,0.14,10,16
772,2015-04-02,62,39,0.00,10,22
773,2015-04-03,63,54,0.00,10,20
774,2015-04-04,59,44,0.04,10,31
775,2015-04-05,61,43,0.00,10,23
776,2015-04-06,60,40,0.00,10,14
777,2015-04-07,56,42,0.01,10,20
778,2015-04-08,45,37,0.16,10,21
779,2015-04-09,44,37,0.00,10,20
780,2015-04-10,57,39,0.25,10,16
781,2015-04-11,56,46,0.00,10,28
782,2015-04-12,65,44,0.00,10,17
783,2015-04-13,64,48,0.00,10,24
784,2015-04-14,65,54,0.00,10,20
785,2015-04-15,70,52,0.00,10,21
786,2015-04-16,62,48,0.00,10,14
787,2015-04-17,71,55,0.08,10,15
788,2015-04-18,77,56,0.00,10,18
789,2015-04-19,62,48,0.00,10,15
790,2015-04-20,58,45,0.00,10,31
791,2015-04-21,66,52,0.00,10,21
792,2015-04-22,66,51,0.07,10,22
793,2015-04-23,49,42,0.10,10,24
794,2015-04-24,50,39,0.00,10,25
795,2015-04-25,59,39,0.00,10,16
796,2015-04-26,60,45,0.00,10,18
797,2015-04-27,60,49,0.00,10,18
798,2015-04-28,68,51,0.00,10,20
799,2015-04-29,75,48,0.00,10,24
800,2015-04-30,63,47,0.00,10,20
801,2015-05-01,59,48,0.00,10,13
802,2015-05-02,68,48,0.00,10,16
803,2015-05-03,75,51,0.00,10,17
804,2015-05-04,82,54,0.00,10,21
805,2015-05-05,80,66,0.00,10,15
806,2015-05-06,69,59,0.00,10,12
807,2015-05-07,75,52,0.00,10,14
808,2015-05-08,78,55,0.00,10,14
809,2015-05-09,64,53,0.00,6,14
810,2015-05-10,81,57,0.01,10,17
811,2015-05-11,81,68,0.00,10,21
812,2015-05-12,86,64,0.00,10,22
813,2015-05-13,67,54,0.00,10,23
814,2015-05-14,71,52,0.00,10,16
815,2015-05-15,74,56,0.00,10,22
816,2015-05-16,74,59,0.01,10,9
817,2015-05-17,82,61,0.28,10,12
818,2015-05-18,70,55,0.00,10,22
819,2015-05-19,80,55,0.01,10,16
820,2015-05-20,67,55,0.00,10,23
821,2015-05-21,61,54,0.00,10,14
822,2015-05-22,74,55,0.00,10,21
823,2015-05-23,68,50,0.00,10,22
824,2015-05-24,79,56,0.00,10,18
825,2015-05-25,83,65,0.00,10,18
826,2015-05-26,85,67,0.00,10,17
827,2015-05-27,81,67,0.00,10,22
828,2015-05-28,82,67,0.02,10,15
829,2015-05-30,82,66,0.00,10,22
830,2015-05-31,84,57,0.00,10,21
831,2015-06-01,57,51,1.69,10,21
832,2015-06-02,55,50,0.47,10,18
833,2015-06-03,67,53,0.24,10,13
834,2015-06-05,68,55,0.00,10,12
835,2015-06-06,74,59,0.55,10,23
836,2015-06-07,71,57,0.00,10,20
837,2015-06-08,77,62,0.00,10,21
838,2015-06-09,85,66,0.05,10,22
839,2015-06-10,81,67,0.00,10,16
840,2015-06-12,87,72,0.00,10,13
841,2015-06-13,83,73,0.00,10,20
842,2015-06-14,86,68,0.00,10,17
843,2015-06-15,79,63,0.79,10,22
844,2015-06-16,79,64,0.02,10,12
845,2015-06-18,70,64,0.00,10,15
846,2015-06-19,85,66,0.00,10,14
847,2015-06-20,73,64,0.00,10,15
848,2015-06-22,88,73,0.29,10,18
849,2015-06-23,91,75,0.00,10,22
850,2015-06-24,83,69,0.07,10,15
851,2015-06-25,83,70,0.00,10,14
852,2015-06-26,80,71,0.00,10,20
853,2015-06-27,72,60,0.00,10,22
854,2015-06-28,74,62,1.32,10,26
855,2015-06-29,77,64,0.00,10,16
856,2015-06-30,81,68,0.00,10,22
857,2015-07-02,81,71,0.00,10,13
858,2015-07-04,75,69,0.00,10,13
859,2015-07-05,84,70,0.00,10,14
860,2015-07-06,82,72,0.00,10,14
861,2015-07-07,87,75,0.00,10,20
862,2015-07-08,88,76,0.00,10,15
863,2015-07-09,79,68,0.09,10,13
864,2015-07-10,83,72,0.29,10,18
865,2015-07-11,85,72,0.00,10,10
866,2015-07-12,89,74,0.00,10,13
867,2015-07-13,84,75,0.00,10,17
868,2015-07-14,81,71,0.00,10,16
869,2015-07-15,81,73,0.95,10,18
870,2015-07-16,79,64,0.01,10,14
871,2015-07-17,79,69,0.00,10,20
872,2015-07-18,85,73,0.00,10,15
873,2015-07-19,93,79,0.18,10,17
874,2015-07-20,94,83,0.00,10,14
875,2015-07-22,84,71,0.00,10,18
876,2015-07-23,85,71,0.00,10,17
877,2015-07-24,85,72,0.00,10,10
878,2015-07-25,85,71,0.00,10,16
879,2015-07-26,89,75,0.00,10,21
880,2015-07-27,86,76,0.05,10,18
881,2015-07-28,93,76,0.00,10,12
882,2015-07-29,94,79,0.00,10,15
883,2015-07-30,86,75,0.00,10,18
884,2015-07-31,90,75,1.62,10,13
885,2015-08-01,90,77,0.00,10,16
886,2015-08-02,87,74,0.00,10,17
887,2015-08-03,91,76,0.00,10,18
888,2015-08-04,91,70,0.30,10,20
889,2015-08-05,88,72,0.00,10,16
890,2015-08-06,81,70,0.00,10,12
891,2015-08-07,82,69,0.00,10,14
892,2015-08-08,81,70,0.00,10,12
893,2015-08-09,84,71,0.00,10,14
894,2015-08-10,80,70,0.00,10,16
895,2015-08-11,82,71,0.67,10,22
896,2015-08-12,84,72,0.51,10,16
897,2015-08-13,83,69,0.00,10,13
898,2015-08-14,87,71,0.00,10,16
899,2015-08-15,91,75,0.00,10,20
900,2015-08-16,91,77,0.00,10,12
901,2015-08-17,91,80,0.00,10,15
902,2015-08-18,89,77,0.00,10,21
903,2015-08-19,86,76,0.00,10,18
904,2015-08-20,86,78,0.00,10,18
905,2015-08-21,85,72,0.32,10,21
906,2015-08-22,83,70,0.00,10,14
907,2015-08-23,81,71,0.00,10,12
908,2015-08-24,85,74,0.00,10,14
909,2015-08-25,87,76,0.00,10,16
910,2015-08-26,82,69,0.00,10,17
911,2015-08-27,79,68,0.00,10,15
912,2015-08-28,80,66,0.00,10,10
913,2015-08-29,85,70,0.00,10,17
914,2015-08-30,90,73,0.00,10,14
915,2015-08-31,91,77,0.08,10,15
916,2015-09-01,87,77,0.00,10,13
917,2015-09-02,87,75,0.00,10,15
918,2015-09-03,92,77,0.00,10,9
919,2015-09-04,83,72,0.00,10,20
920,2015-09-05,80,67,0.00,10,15
921,2015-09-06,84,67,0.00,10,14
922,2015-09-07,90,71,0.00,10,17
923,2015-09-08,94,76,0.00,10,17
924,2015-09-09,88,75,0.00,10,17
925,2015-09-10,81,71,0.66,10,18
926,2015-09-11,81,66,0.52,10,17
927,2015-09-13,78,64,0.22,10,20
928,2015-09-14,75,59,0.00,10,21
929,2015-09-15,83,65,0.00,10,10
930,2015-09-16,87,68,0.00,10,12
931,2015-09-17,87,71,0.00,10,15
932,2015-09-18,84,70,0.00,10,13
933,2015-09-19,80,69,0.00,10,16
934,2015-09-20,76,65,0.00,10,18
935,2015-09-21,71,59,0.00,10,18
936,2015-09-22,72,61,0.00,10,17
937,2015-09-23,78,60,0.00,10,9
938,2015-09-24,79,63,0.00,10,17
939,2015-09-25,71,64,0.00,10,18
940,2015-09-26,69,61,0.00,10,17
941,2015-09-27,69,56,0.00,10,14
942,2015-09-28,79,64,0.00,10,12
943,2015-09-29,81,71,0.00,10,13
944,2015-09-30,78,61,1.05,10,22
945,2015-10-01,63,55,0.06,10,21
946,2015-10-02,57,50,0.13,10,29
947,2015-10-04,63,54,0.02,10,28
948,2015-10-05,65,52,0.00,10,18
949,2015-10-06,73,55,0.00,10,10
950,2015-10-07,73,59,0.00,10,12
951,2015-10-08,67,60,0.00,10,12
952,2015-10-09,78,62,0.00,10,28
953,2015-10-10,65,52,0.50,10,18
954,2015-10-11,69,53,0.00,10,10
955,2015-10-12,76,57,0.00,10,17
956,2015-10-13,72,62,0.00,10,13
957,2015-10-14,68,59,0.00,10,14
958,2015-10-15,64,53,0.00,10,14
959,2015-10-16,63,55,0.00,10,24
960,2015-10-17,55,44,0.00,10,17
961,2015-10-18,50,39,0.00,10,20
962,2015-10-19,52,38,0.00,10,15
963,2015-10-20,71,49,0.00,10,16
964,2015-10-21,75,57,0.00,10,13
965,2015-10-22,74,57,0.00,10,14
966,2015-10-23,66,47,0.00,10,17
967,2015-10-24,56,41,0.00,10,12
968,2015-10-25,68,52,0.01,10,22
969,2015-10-26,59,48,0.02,10,14
970,2015-10-27,59,46,0.00,10,12
971,2015-10-28,70,51,0.00,10,29
972,2015-10-29,72,60,1.26,10,28
973,2015-10-30,60,49,0.00,10,21
974,2015-10-31,54,44,0.00,10,13
975,2015-11-01,65,54,0.00,10,15
976,2015-11-02,63,57,0.00,10,12
977,2015-11-03,73,52,0.00,10,10
978,2015-11-04,69,55,0.00,10,12
979,2015-11-05,71,57,0.00,9,8
980,2015-11-06,73,66,0.00,10,22
981,2015-11-07,71,54,0.00,10,18
982,2015-11-08,58,48,0.00,10,18
983,2015-11-09,60,47,0.00,10,12
984,2015-11-10,59,52,0.00,10,24
985,2015-11-11,57,50,0.50,10,17
986,2015-11-13,58,48,0.01,10,26
987,2015-11-14,49,43,0.00,10,28
988,2015-11-15,59,42,0.00,10,16
989,2015-11-16,68,51,0.00,10,10
990,2015-11-17,52,41,0.00,10,20
991,2015-11-18,59,45,0.00,10,15
992,2015-11-19,63,57,0.00,10,25
993,2015-11-20,64,47,1.16,10,17
994,2015-11-21,54,43,0.00,10,15
995,2015-11-22,56,44,0.00,10,18
996,2015-11-23,43,36,0.00,10,23
997,2015-11-24,46,34,0.00,10,13
998,2015-11-25,48,40,0.00,10,9
999,2015-11-26,59,41,0.00,10,9
1000,2015-11-27,64,49,0.00,10,13
1001,2015-11-28,61,44,0.00,10,12
1002,2015-11-29,47,38,0.03,10,15
1003,2015-11-30,46,34,0.00,10,20
1004,2015-12-02,57,46,0.24,10,15
1005,2015-12-03,55,45,0.10,10,24
1006,2015-12-04,51,44,0.00,10,15
1007,2015-12-06,53,41,0.00,10,9
1008,2015-12-07,54,44,0.00,10,9
1009,2015-12-08,48,42,0.00,10,13
1010,2015-12-09,55,40,0.00,10,14
1011,2015-12-10,60,52,0.00,10,12
1012,2015-12-11,61,50,0.00,10,10
1013,2015-12-12,65,55,0.00,10,9
1014,2015-12-13,62,53,0.00,10,13
1015,2015-12-14,64,51,0.00,10,13
1016,2015-12-15,64,52,0.39,10,28
1017,2015-12-16,52,46,0.00,10,16
1018,2015-12-17,59,50,0.05,10,13
1019,2015-12-18,57,39,0.88,10,21
1020,2015-12-19,40,36,0.01,10,24
1021,2015-12-20,44,36,0.00,10,20
1022,2015-12-21,57,40,0.00,10,15
1023,2015-12-22,63,55,0.00,10,14
1024,2015-12-23,63,50,0.18,8,16
1025,2015-12-24,72,59,1.46,10,18
1026,2015-12-25,63,54,0.00,10,7
1027,2015-12-26,58,46,0.03,10,16
1028,2015-12-27,63,46,0.14,10,17
1029,2015-12-28,46,35,0.02,10,23
1030,2015-12-29,47,34,0.37,10,23
1031,2015-12-30,48,39,0.13,10,9
1032,2015-12-31,50,43,0.20,10,17
1033,2016-01-01,43,36,0.00,10,18
1034,2016-01-02,41,35,0.00,10,20
1035,2016-01-04,38,16,0.00,10,28
1036,2016-01-05,30,14,0.00,10,23
1037,2016-01-06,42,27,0.00,10,12
1038,2016-01-07,47,33,0.00,10,10
1039,2016-01-08,46,35,0.00,10,16
1040,2016-01-10,59,42,0.63,10,26
1041,2016-01-11,40,28,0.79,10,22
1042,2016-01-12,44,27,0.00,10,26
1043,2016-01-13,31,24,0.00,10,28
1044,2016-01-14,39,24,0.00,10,17
1045,2016-01-15,50,35,0.00,10,18
1046,2016-01-16,51,42,0.24,10,18
1047,2016-01-17,43,30,0.02,10,15
1048,2016-01-18,33,20,0.05,10,26
1049,2016-01-19,30,19,0.00,10,29
1050,2016-01-20,37,30,0.00,10,26
1051,2016-01-21,37,28,0.00,10,21
1052,2016-01-22,30,23,0.00,10,16
1053,2016-01-23,28,25,0.16,7,33
1054,2016-01-24,36,24,0.80,10,29
1055,2016-01-26,48,36,0.00,10,12
1056,2016-01-27,47,36,0.01,10,21
1057,2016-01-28,43,32,0.00,10,13
1058,2016-01-29,41,32,0.00,10,24
1059,2016-01-30,40,30,0.00,10,14
1060,2016-01-31,55,37,0.00,10,9
1061,2016-02-01,59,45,0.00,10,15
1062,2016-02-02,51,38,0.00,10,9
1063,2016-02-03,57,42,0.00,10,22
1064,2016-02-04,58,44,0.69,10,24
1065,2016-02-05,43,32,0.31,10,23
1066,2016-02-06,40,32,0.05,10,14
1067,2016-02-07,46,35,0.00,10,21
1068,2016-02-08,39,28,0.00,10,25
1069,2016-02-10,39,32,0.01,10,20
1070,2016-02-11,32,20,0.00,10,29
1071,2016-02-12,27,17,0.00,10,22
1072,2016-02-13,23,8,0.00,10,32
1073,2016-02-14,17,1,0.00,10,24
1074,2016-02-16,57,35,0.49,10,32
1075,2016-02-18,37,28,0.00,10,22
1076,2016-02-19,40,25,0.00,10,15
1077,2016-02-20,61,40,0.00,10,17
1078,2016-02-21,56,43,0.00,10,17
1079,2016-02-22,53,38,0.05,10,14
1080,2016-02-24,61,37,0.30,8,39
1081,2016-02-25,61,39,1.48,10,28
1082,2016-02-26,39,29,0.00,10,29
1083,2016-02-27,42,28,0.00,10,20
1084,2016-02-28,61,39,0.00,10,18
1085,2016-02-29,61,42,0.00,10,22
1086,2016-03-01,53,40,0.07,10,17
1087,2016-03-02,56,30,0.17,10,29
1088,2016-03-03,36,27,0.00,10,20
1089,2016-03-04,42,30,0.04,10,18
1090,2016-03-06,45,33,0.00,10,8
1091,2016-03-07,60,37,0.00,10,21
1092,2016-03-08,61,44,0.00,10,13
1093,2016-03-09,74,41,0.00,10,13
1094,2016-03-10,78,64,0.00,10,15
1095,2016-03-11,63,49,0.04,10,24
1096,2016-03-12,57,42,0.00,10,15
1097,2016-03-13,62,50,0.00,10,10
1098,2016-03-14,52,42,0.02,10,25
1099,2016-03-15,55,44,0.17,10,25
1100,2016-03-16,65,46,0.00,10,14
1101,2016-03-17,63,45,0.02,10,24
1102,2016-03-18,57,45,0.04,10,24
1103,2016-03-19,47,37,0.00,10,17
1104,2016-03-20,41,34,0.00,10,23
1105,2016-03-21,49,34,0.14,10,28
1106,2016-03-22,55,37,0.00,10,21
1107,2016-03-23,71,50,0.00,10,17
1108,2016-03-24,53,44,0.00,10,21
1109,2016-03-25,73,45,0.00,10,17
1110,2016-03-26,51,39,0.07,10,15
1111,2016-03-27,53,43,0.00,10,10
1112,2016-03-28,62,43,0.19,10,33
1113,2016-03-29,52,43,0.32,10,29
1114,2016-03-31,70,49,0.00,10,22
1115,2016-04-01,79,57,0.00,10,18
1116,2016-04-02,60,48,0.01,10,16
1117,2016-04-03,50,36,0.24,10,37
1118,2016-04-04,45,32,0.00,10,21
1119,2016-04-05,42,27,0.50,10,20
1120,2016-04-06,46,32,0.00,10,25
1121,2016-04-07,59,47,0.00,10,26
1122,2016-04-08,51,43,0.15,10,25
1123,2016-04-10,49,33,0.07,10,21
1124,2016-04-11,60,44,0.00,10,22
1125,2016-04-12,58,46,0.04,10,22
1126,2016-04-13,56,42,0.19,10,13
1127,2016-04-14,60,43,0.00,10,14
1128,2016-04-15,62,44,0.00,10,14
1129,2016-04-16,64,45,0.00,10,14
1130,2016-04-17,72,48,0.00,10,13
1131,2016-04-18,79,50,0.00,10,13
1132,2016-04-19,69,58,0.00,10,20
1133,2016-04-20,66,51,0.00,10,16
1134,2016-04-21,70,50,0.00,10,16
1135,2016-04-22,77,61,0.00,10,14
1136,2016-04-23,69,57,0.14,10,16
1137,2016-04-24,66,48,0.00,10,17
1138,2016-04-25,66,51,0.00,10,12
1139,2016-04-26,57,47,0.19,10,22
1140,2016-04-27,58,46,0.11,10,16
1141,2016-04-28,57,48,0.00,10,14
1142,2016-04-29,57,48,0.00,10,21
1143,2016-04-30,62,48,0.02,10,14
1144,2016-05-01,51,46,0.00,10,15
1145,2016-05-02,61,45,0.15,10,8
1146,2016-05-03,55,52,0.73,10,18
1147,2016-05-04,54,50,0.07,10,17
1148,2016-05-05,57,47,0.02,10,17
1149,2016-05-06,55,49,0.38,10,25
1150,2016-05-07,57,48,0.18,10,14
1151,2016-05-08,65,49,0.07,10,28
1152,2016-05-09,73,54,0.08,10,26
1153,2016-05-10,64,51,0.00,10,14
1154,2016-05-11,74,54,0.00,10,14
1155,2016-05-12,77,56,0.00,10,13
1156,2016-05-14,72,60,0.25,10,29
1157,2016-05-15,59,47,0.00,10,24
1158,2016-05-16,67,44,0.00,10,30
1159,2016-05-17,68,57,0.00,10,16
1160,2016-05-18,68,55,0.00,10,14
1161,2016-05-19,71,56,0.00,10,14
1162,2016-05-20,76,57,0.00,10,17
1163,2016-05-21,66,56,0.00,10,13
1164,2016-05-22,70,54,0.18,10,12
1165,2016-05-24,72,60,0.26,10,10
1166,2016-05-25,90,62,0.02,10,13
1167,2016-05-26,91,71,0.00,10,17
1168,2016-05-27,86,68,0.00,10,16
1169,2016-05-28,91,73,0.00,10,17
1170,2016-05-29,86,71,0.00,10,20
1171,2016-05-30,81,69,1.53,10,14
1172,2016-05-31,83,73,0.00,10,15
1173,2016-06-01,83,67,0.00,10,14
1174,2016-06-02,74,62,0.00,10,15
1175,2016-06-03,72,63,0.00,10,10
1176,2016-06-04,82,66,0.02,10,14
1177,2016-06-05,73,66,0.27,10,15
1178,2016-06-06,87,68,0.67,10,16
1179,2016-06-07,87,67,0.00,10,21
1180,2016-06-08,70,56,0.01,10,24
1181,2016-06-09,73,56,0.44,10,25
1182,2016-06-10,78,59,0.00,10,18
1183,2016-06-11,90,64,0.00,10,20
1184,2016-06-12,86,64,0.10,10,33
1185,2016-06-13,74,59,0.00,10,25
1186,2016-06-14,80,60,0.00,10,16
1187,2016-06-15,86,67,0.00,10,16
1188,2016-06-16,77,68,0.12,10,8
1189,2016-06-17,77,66,0.00,10,17
1190,2016-06-18,86,63,0.00,10,16
1191,2016-06-19,83,69,0.00,10,17
1192,2016-06-20,82,66,0.00,10,15
1193,2016-06-21,88,74,0.00,10,23
1194,2016-06-22,84,68,0.00,10,28
1195,2016-06-23,78,68,0.00,10,12
1196,2016-06-24,84,69,0.00,10,17
1197,2016-06-25,82,66,0.00,10,13
1198,2016-06-26,85,70,0.00,10,20
1199,2016-06-27,82,69,0.00,10,23
1200,2016-06-28,76,70,0.54,10,14
1201,2016-06-29,86,70,0.07,10,13
1202,2016-06-30,87,70,0.00,10,16
1203,2016-07-01,81,70,0.00,10,18
1204,2016-07-02,78,68,0.28,10,20
1205,2016-07-03,81,69,0.00,10,16
1206,2016-07-04,85,70,0.00,10,22
1207,2016-07-05,89,69,1.08,10,12
1208,2016-07-06,93,77,0.00,10,15
1209,2016-07-07,93,77,0.00,10,16
1210,2016-07-08,85,70,0.02,10,15
1211,2016-07-09,73,66,0.01,10,13
1212,2016-07-10,81,67,0.41,10,22
1213,2016-07-11,82,69,0.00,10,13
1214,2016-07-12,83,71,0.00,10,20
1215,2016-07-13,85,73,0.00,10,20
1216,2016-07-14,90,76,0.00,10,31
1217,2016-07-15,92,83,0.50,10,16
1218,2016-07-16,91,78,0.00,10,15
1219,2016-07-17,92,78,0.00,10,16
1220,2016-07-18,95,78,0.00,10,29
1221,2016-07-19,85,77,0.12,10,18
1222,2016-07-20,84,71,0.00,10,14
1223,2016-07-21,91,75,0.00,10,18
1224,2016-07-22,97,77,0.00,10,18
1225,2016-07-23,97,84,0.00,10,23
1226,2016-07-24,93,76,0.00,10,18
1227,2016-07-25,92,77,0.02,10,20
1228,2016-07-26,90,75,0.77,10,16
1229,2016-07-27,94,77,0.00,10,13
1230,2016-07-28,93,79,0.00,10,21
1231,2016-07-29,85,71,0.89,10,16
1232,2016-07-30,83,75,0.13,10,13
1233,2016-07-31,81,73,0.18,10,17
1234,2016-08-01,79,71,0.57,10,17
1235,2016-08-02,78,71,0.00,10,20
1236,2016-08-03,81,68,0.00,10,13
1237,2016-08-04,83,70,0.00,10,14
1238,2016-08-05,85,72,0.00,10,17
1239,2016-08-06,90,75,0.00,10,22
1240,2016-08-07,88,74,0.00,10,16
1241,2016-08-08,85,75,0.00,10,13
1242,2016-08-09,89,75,0.00,10,18
